"scenario","region","subRegion","param","sources","x","xLabel","vintage","units","aggregate","classPalette","origScen","origQuery","origUnits","origX","value"
"Reference","Colombia","Colombia","elecNewCapCost","Sources",2020,"Year","Vint_2020","New Elec Cap Cost (Billion 2010 USD)","sum","pal_metis","Reference","elec gen by gen tech and cooling tech and vintage","billion 2010 USD",2020,5.91443959275852
"Reference","Colombia","Colombia","elecNewCapCost","Sources",2025,"Year","Vint_2025","New Elec Cap Cost (Billion 2010 USD)","sum","pal_metis","Reference","elec gen by gen tech and cooling tech and vintage","billion 2010 USD",2025,8.05461312085603
"Reference","Colombia","Colombia","elecNewCapCost","Sources",2030,"Year","Vint_2030","New Elec Cap Cost (Billion 2010 USD)","sum","pal_metis","Reference","elec gen by gen tech and cooling tech and vintage","billion 2010 USD",2030,8.84246065575457
"Reference","Colombia","Colombia","elecNewCapCost","Sources",2035,"Year","Vint_2035","New Elec Cap Cost (Billion 2010 USD)","sum","pal_metis","Reference","elec gen by gen tech and cooling tech and vintage","billion 2010 USD",2035,10.8307572358186
"Reference","Colombia","Colombia","elecNewCapCost","Sources",2040,"Year","Vint_2040","New Elec Cap Cost (Billion 2010 USD)","sum","pal_metis","Reference","elec gen by gen tech and cooling tech and vintage","billion 2010 USD",2040,13.2841066470054
"Reference","Colombia","Colombia","elecNewCapCost","Sources",2045,"Year","Vint_2045","New Elec Cap Cost (Billion 2010 USD)","sum","pal_metis","Reference","elec gen by gen tech and cooling tech and vintage","billion 2010 USD",2045,14.5407049310196
"Reference","Colombia","Colombia","elecNewCapCost","Sources",2050,"Year","Vint_2050","New Elec Cap Cost (Billion 2010 USD)","sum","pal_metis","Reference","elec gen by gen tech and cooling tech and vintage","billion 2010 USD",2050,15.1805630707675
"Reference","Colombia","Colombia","elecNewCapGW","Sources",2015,"Year","Vint_2015","New Elec Cap (GW)","sum","pal_metis","Reference","elec gen by gen tech and cooling tech and vintage","GW",2015,4.07426139554622
"Reference","Colombia","Colombia","elecNewCapGW","Sources",2020,"Year","Vint_2020","New Elec Cap (GW)","sum","pal_metis","Reference","elec gen by gen tech and cooling tech and vintage","GW",2020,0.753659595046205
"Reference","Colombia","Colombia","elecNewCapGW","Sources",2025,"Year","Vint_2025","New Elec Cap (GW)","sum","pal_metis","Reference","elec gen by gen tech and cooling tech and vintage","GW",2025,0.0583421046503292
"Reference","Colombia","Colombia","elecNewCapGW","Sources",2030,"Year","Vint_2030","New Elec Cap (GW)","sum","pal_metis","Reference","elec gen by gen tech and cooling tech and vintage","GW",2030,2.76703276046894
"Reference","Colombia","Colombia","elecNewCapGW","Sources",2035,"Year","Vint_2035","New Elec Cap (GW)","sum","pal_metis","Reference","elec gen by gen tech and cooling tech and vintage","GW",2035,4.60161083595596
"Reference","Colombia","Colombia","elecNewCapGW","Sources",2040,"Year","Vint_2040","New Elec Cap (GW)","sum","pal_metis","Reference","elec gen by gen tech and cooling tech and vintage","GW",2040,5.72589764193092
"Reference","Colombia","Colombia","elecNewCapGW","Sources",2045,"Year","Vint_2045","New Elec Cap (GW)","sum","pal_metis","Reference","elec gen by gen tech and cooling tech and vintage","GW",2045,6.42695313487422
"Reference","Colombia","Colombia","elecNewCapGW","Sources",2050,"Year","Vint_2050","New Elec Cap (GW)","sum","pal_metis","Reference","elec gen by gen tech and cooling tech and vintage","GW",2050,6.73823312596709
